Serie,Modelo,Ingreso,Estado_normalizado,num_reparaciones_6m,num_reparaciones_12m,dias_desde_ultima_reparacion,edad_dias,fallo_30d
7204564,CVB35.BC,2024-07-24,Reparado / Garantía Lab,0,0,602.0,602,0
7204565,CVB35.BC,2022-06-30,Reparado,0,0,0.0,0,0
7204566,CVB35.BC,2021-11-12,Reparado,0,0,0.0,0,0
7204567,CVB35.BC,2022-08-17,Reparado,0,0,0.0,0,0
7204567,CVB35.BC,2024-04-11,Reparado / Garantía Lab,0,0,603.0,603,0
7204568,CVB35.BC,2024-09-13,Reparado,0,0,0.0,0,0
7204568,CVB35.BC,2025-03-04,Reparado / Garantía Lab,1,1,172.0,172,0
7204568,CVB35.BC,2025-05-12,Reparado,1,2,69.0,241,1
7204568,CVB35.BC,2025-06-02,Reparado / Garantía Lab,2,3,21.0,262,1
7204568,CVB35.BC,2025-06-05,Reparado / Garantía Lab,3,4,3.0,265,1
7204568,CVB35.BC,2025-06-13,Reparado / Garantía Lab,4,5,8.0,273,0
7204568,CVB35.BC,2025-10-22,Reparado / Garantía Lab,4,5,131.0,404,0
7204570,CVB35.BC,2022-07-30,Reparado,0,0,0.0,0,0
7204571,CVB35.BC,2022-02-10,Reparado,0,0,0.0,0,0
7204571,CVB35.BC,2022-04-06,Reparado / Garantía Lab,1,1,55.0,55,0
7204572,CVB35.BC,2022-02-11,Reparado,0,0,0.0,0,1
7204572,CVB35.BC,2022-02-17,Reparado / Garantía Lab,1,1,6.0,6,1
7204572,CVB35.BC,2022-03-15,Reparado / Garantía Lab,2,2,26.0,32,1
7204572,CVB35.BC,2022-03-24,Reparado / Garantía Lab,3,3,9.0,41,0
7204573,CVB35.BC,2022-05-16,Reparado,0,0,0.0,0,0
7204574,CVB35.BC,2021-07-20,Reparado,0,0,0.0,0,0
7204574,CVB35.BC,2023-09-09,Reparado / Garantía Lab,0,0,781.0,781,0
7204574,CVB35.BC,2024-02-19,POD Reparado,1,1,163.0,944,0
7204575,CVB35.BC,2022-09-13,Reparado,0,0,0.0,0,1
7204575,CVB35.BC,2022-09-21,Reparado / Garantía Lab,1,1,8.0,8,1
7204575,CVB35.BC,2022-09-23,Reparado / Garantía Lab,2,2,2.0,10,0
7204576,CVB35.BC,2022-12-30,Reparado,0,0,0.0,0,0
7204577,CVB35.BC,2022-09-04,Reparado,0,0,0.0,0,0
7204577,CVB35.BC,2023-11-21,Reparado / Garantía Lab,0,0,443.0,443,0
7204578,CVB35.BC,2022-08-24,Reparado,0,0,0.0,0,0
7204579,CVB35.BC,2021-06-25,Reparado,0,0,0.0,0,0
7204580,CVB35.BC,2024-03-21,Reparado,0,0,0.0,0,0
7204580,CVB35.BC,2025-10-27,Reparado / Garantía Lab,0,0,585.0,585,0
7204581,CVB35.BC,2021-08-06,Reparado,0,0,0.0,0,0
7204581,CVB45.BC,2023-04-12,Reparado,0,0,614.0,614,0
7204582,CVB35.BC,2021-03-25,Reparado,0,0,0.0,0,0
7204582,CVB35.BC,2022-11-15,Reparado / Garantía Lab,0,0,600.0,600,0
7204583,CVB35.BC,2024-06-25,Reparado,0,0,0.0,0,0
7204584,CVB35.BC,2021-12-16,Reparado,0,0,0.0,0,0
7204584,CVB35.BC,2025-10-17,Reparado / Garantía Lab,0,0,1401.0,1401,0
7204585,CVB35.BC,2021-10-08,Reparado,0,0,0.0,0,0
7204585,CVB35.BC,2022-03-09,Reparado / Garantía Lab,1,1,152.0,152,1
7204585,CVB35.BC,2022-03-24,Reparado / Garantía Lab,2,2,15.0,167,0
7204585,CVB35.BC,2024-05-24,Reparado / Garantía Lab,0,0,792.0,959,0
7204586,CVB35.BC,2025-01-08,Reparado,0,0,0.0,0,0
7204586,CVB35.BC,2025-03-18,Reparado / Garantía Lab,1,1,69.0,69,1
7204586,CVB35.BC,2025-03-20,Reparado / Garantía Lab,2,2,2.0,71,0
7204586,CVB35.BC,2025-06-25,Reparado / Garantía Lab,3,3,97.0,168,1
7204586,CVB35.BC,2025-06-30,Reparado / Garantía Lab,4,4,5.0,173,1
7204586,CVB35.BC,2025-07-03,Reparado / Garantía Lab,5,5,3.0,176,1
7204586,CVB35.BC,2025-07-08,Reparado / Garantía Lab,5,6,5.0,181,1
7204586,CVB35.BC,2025-07-11,Reparado / Garantía Lab,6,7,3.0,184,1
7204586,CVB35.BC,2025-07-15,Reparado / Garantía Lab,7,8,4.0,188,0
7204586,CVB35.BC,2025-08-26,Reparado / Garantía Lab,8,9,42.0,230,0
7204586,CVB35.BC,2025-10-07,Reparado / Garantía Lab,7,10,42.0,272,0
7204586,CVB35.BC,2025-11-07,Reparado / Garantía Lab,8,11,31.0,303,1
7204586,CVB35.BC,2025-11-11,Proceso,9,12,4.0,307,0
7204588,CVB35.BC,2023-08-25,Reparado,0,0,0.0,0,0
7204588,CVB35.BC,2024-04-24,Reparado / Garantía Lab,0,1,243.0,243,0
7204591,CVB35.BC,2023-03-27,Reparado,0,0,0.0,0,0
7204591,CVB35.BC,2024-06-07,Reparado / Garantía Lab,0,0,438.0,438,0
7204591,CVB35.BC,2025-10-02,Reparado / Garantía Lab,0,0,482.0,920,0
7204591,CVB35.BC,2025-11-25,Reparado / Garantía Lab,1,1,54.0,974,0
7204592,CVB35.BC,2024-03-01,Reparado,0,0,0.0,0,0
7204592,CVB35.BC,2025-01-28,Reparado / Garantía Lab,0,1,333.0,333,0
7204592,CVB35.BC,2025-11-17,Reparado / Garantía Lab,0,1,293.0,626,0
7204593,CVB35.BC,2025-10-09,Reparado,0,0,0.0,0,0
7204594,CVB35.BC,2024-04-04,Reparado,0,0,0.0,0,0
7204594,CVB35.BC,2024-05-22,Reparado / Garantía Lab,1,1,48.0,48,1
7204594,CVB35.BC,2024-06-15,Reparado / Garantía Lab,2,2,24.0,72,1
7204594,CVB35.BC,2024-07-05,Reparado / Garantía Lab,3,3,20.0,92,0
7204594,CVB35.BC,2024-08-07,Reparado / Garantía Lab,4,4,33.0,125,0
7204594,CVB35.BC,2024-11-15,Reparado / Garantía Lab,4,5,100.0,225,0
7204594,CVB35.BC,2024-12-20,Reparado / Garantía Lab,3,6,35.0,260,1
7204594,CVB35.BC,2025-01-15,Reparado,3,7,26.0,286,1
7204594,CVB35.BC,2025-02-04,Reparado / Garantía Lab,3,8,20.0,306,1
7204594,CVB35.BC,2025-02-12,Reparado / Garantía Lab,4,9,8.0,314,0
7204595,CVB35.BC,2022-05-11,Reparado,0,0,0.0,0,0
7204596,CVB35.BC,2022-08-13,Reparado,0,0,0.0,0,0
7204596,CVB35.BC,2024-11-19,Reparado / Garantía Lab,0,0,829.0,829,0
7204597,CVB35.BC,2022-10-19,Reparado,0,0,0.0,0,0
7204597,CVB35.BC,2023-08-30,Reparado / Garantía Lab,0,1,315.0,315,0
7204597,CVB35.BC,2025-08-29,Reparado / Garantía Lab,0,0,730.0,1045,1
7204597,CVB35.BC,2025-09-09,Reparado / Garantía Lab,1,1,11.0,1056,0
7204598,CVB35.BC,2021-10-18,Reparado,0,0,0.0,0,0
7204598,CVB35.BC,2021-11-29,Reparado / Garantía Lab,1,1,42.0,42,0
7204598,CVB35.BC,2024-02-11,Reparado / Garantía Lab,0,0,804.0,846,1
7204598,CVB35.BC,2024-02-15,Reparado / Garantía Lab,1,1,4.0,850,0
7204599,CVB35.BC,2022-07-04,Reparado,0,0,0.0,0,0
7204599,CVB35.BC,2022-12-23,Reparado / Garantía Lab,1,1,172.0,172,0
7204599,CVB35.BC,2023-10-31,Reparado / Garantía Lab,0,1,312.0,484,0
7204600,CVB35.BC,2021-01-25,Reparado,0,0,0.0,0,0
7204600,CVB35.BC,2023-05-31,Reparado / Garantía Lab,0,0,856.0,856,0
7204600,CVB35.BC,2025-11-25,Reparado / Garantía Lab,0,0,909.0,1765,0
7204601,CVB35.BC,2021-10-08,Reparado,0,0,0.0,0,0
7204601,CVB35.BC,2024-01-18,Reparado / Garantía Lab,0,0,832.0,832,0
7204601,CVB35.BC,2024-06-07,Reparado / Garantía Lab,1,1,141.0,973,0
7204603,CVB35.BC,2021-04-30,Reparado,0,0,0.0,0,0
7204603,CVB35.BC,2025-10-14,Reparado,0,0,1628.0,1628,1
7204603,CVB35.BC,2025-11-13,Reparado / Garantía Lab,1,1,30.0,1658,1
7204603,CVB35.BC,2025-11-19,Reparado / Garantía Lab,2,2,6.0,1664,0
7204604,CVB35.BC,2022-10-28,Reparado,0,0,0.0,0,1
7204604,CVB35.BC,2022-11-15,Reparado / Garantía Lab,1,1,18.0,18,0
7204605,CVB35.BC,2021-07-04,Reparado,0,0,0.0,0,0
7204605,CVB35.BC,2023-11-30,POD Reparado,0,0,879.0,879,0
7204606,CVB35.BC,2024-03-24,Reparado,0,0,0.0,0,0
7204606,CVB35.BC,2024-05-18,Reparado / Garantía Lab,1,1,55.0,55,0
7204607,CVB35.BC,2022-07-25,Reparado,0,0,0.0,0,0
7204607,CVB35.BC,2025-08-22,Reparado / Garantía Lab,0,0,1124.0,1124,0
7204608,CVB35.BC,2022-08-09,Reparado,0,0,0.0,0,0
7204609,CVB35.BC,2019-09-18,Reparado / Garantía Lab,0,0,0.0,0,0
7204609,CVB35.BC,2021-02-24,Reparado,0,0,525.0,525,0
7204610,CVB35.BC,2022-07-28,Reparado,0,0,0.0,0,0
7204611,CVB35.BC,2022-02-18,Reparado,0,0,0.0,0,0
7204612,CVB35.BC,2020-12-30,Reparado,0,0,0.0,0,0
7204612,CVB35.BC,2022-10-22,Reparado / Garantía Lab,0,0,661.0,661,0
7204612,CVB35.BC,2024-03-05,Reparado / Garantía Lab,0,0,500.0,1161,0
7204612,CVB35.BC,2025-10-20,Reparado / Garantía Lab,0,0,594.0,1755,0
7204615,CVB35.BC,2022-05-27,Reparado,0,0,0.0,0,0
7204615,CVB35.BC,2025-04-02,Reparado / Garantía Lab,0,0,1041.0,1041,0
7204616,CVB35.BC,2022-04-14,Reparado,0,0,0.0,0,0
7204616,CVB35.BC,2022-09-10,Reparado / Garantía Lab,1,1,149.0,149,0
7204617,CVB35.BC,2023-01-04,Reparado,0,0,0.0,0,0
7204617,CVB35.BC,2025-11-13,Reparado / Garantía Lab,0,0,1044.0,1044,0
7204618,CVB35.BC,2021-07-30,Reparado,0,0,0.0,0,0
7204618,CVB35.BC,2021-12-05,POD Reparado,1,1,128.0,128,0
7204618,CVB35.BC,2023-02-11,Reparado / Garantía Lab,0,0,433.0,561,0
7204619,CVB35.BC,2021-12-14,Reparado,0,0,0.0,0,0
7204619,CVB35.BC,2022-11-03,Reparado / Garantía Lab,0,1,324.0,324,0
7204619,CVB35.BC,2025-06-04,Reparado / Garantía Lab,0,0,944.0,1268,0
7204620,CVB35.BC,2022-02-07,Reparado,0,0,0.0,0,0
7204620,CVB35.BC,2025-05-19,Reparado / Garantía Lab,0,0,1197.0,1197,0
7204621,CVB35.BC,2022-11-22,Reparado,0,0,0.0,0,0
7204621,CVB35.BC,2025-06-24,Reparado,0,0,945.0,945,0
7204622,CVB35.BC,2024-07-29,Reparado,0,0,0.0,0,0
7204622,CVB35.BC,2025-11-25,Reparado / Garantía Lab,0,0,484.0,484,0
7204623,CVB35.BC,2021-07-04,Reparado,0,0,0.0,0,0
7204623,CVB35.BC,2022-03-03,Reparado / Garantía Lab,0,1,242.0,242,1
7204623,CVB35.BC,2022-03-14,Reparado / Garantía Lab,1,2,11.0,253,1
7204623,CVB35.BC,2022-03-24,Reparado / Garantía Lab,2,3,10.0,263,0
7204624,CVB35.BC,2020-11-27,Reparado,0,0,0.0,0,0
7204624,CVB35.BC,2022-08-21,Reparado,0,0,632.0,632,0
7204624,CVB35.BC,2025-04-15,Reparado / Garantía Lab,0,0,968.0,1600,0
7204624,CVB35.BC,2025-06-19,Reparado / Garantía Lab,1,1,65.0,1665,1
7204624,CVB35.BC,2025-06-25,Reparado / Garantía Lab,2,2,6.0,1671,1
7204624,CVB35.BC,2025-07-11,Reparado / Garantía Lab,3,3,16.0,1687,1
7204624,CVB35.BC,2025-07-15,Reparado / Garantía Lab,4,4,4.0,1691,0
7204624,CVB35.BC,2025-08-26,Reparado / Garantía Lab,5,5,42.0,1733,1
7204624,CVB35.BC,2025-09-01,Reparado / Garantía Lab,6,6,6.0,1739,1
7204624,CVB35.BC,2025-09-03,Reparado / Garantía Lab,7,7,2.0,1741,1
7204624,CVB35.BC,2025-09-09,Reparado / Garantía Lab,8,8,6.0,1747,1
7204624,CVB35.BC,2025-09-15,Reparado / Garantía Lab,9,9,6.0,1753,0
7204625,CVB35.BC,2022-10-07,Reparado,0,0,0.0,0,0
7204625,CVB35.BC,2024-02-12,Reparado / Garantía Lab,0,0,493.0,493,0
7204626,CVB35.BC,2023-08-09,Reparado,0,0,0.0,0,0
7204627,CVB35.BC,2022-08-08,Reparado,0,0,0.0,0,0
7204628,CVB35.BC,2023-08-25,Reparado,0,0,0.0,0,0
7204628,CVB35.BC,2025-09-23,Reparado / Garantía Lab,0,0,760.0,760,0
7204629,CVB35.BC,2021-02-12,Reparado,0,0,0.0,0,1
7204629,CVB35.BC,2021-02-26,Reparado / Garantía Lab,1,1,14.0,14,0
7204630,CVB35.BC,2022-10-05,Reparado,0,0,0.0,0,0
7204631,CVB35.BC,2021-08-20,Reparado,0,0,0.0,0,1
7204631,CVB35.BC,2021-08-27,Reparado / Garantía Lab,1,1,7.0,7,1
7204631,CVB35.BC,2021-09-08,Reparado / Garantía Lab,2,2,12.0,19,0
7204631,CVB35.BC,2022-03-07,Reparado / Garantía Lab,1,3,180.0,199,0
7204631,CVB35.BC,2025-09-02,Reparado / Garantía Lab,0,0,1275.0,1474,0
7204632,CVB35.BC,2022-06-13,Reparado,0,0,0.0,0,0
7204632,CVB35.BC,2022-10-19,Reparado / Garantía Lab,1,1,128.0,128,0
7204632,CVB35.BC,2025-02-07,Reparado / Garantía Lab,0,0,842.0,970,0
7204632,CVB35.BC,2025-09-16,Reparado / Garantía Lab,0,1,221.0,1191,0
7204633,CVB35.BC,2025-01-15,Reparado,0,0,0.0,0,0
7204633,CVB35.BC,2025-11-25,Reparado / Garantía Lab,0,1,314.0,314,0
7204634,CVB35.BC,2022-10-27,Reparado,0,0,0.0,0,1
7204634,CVB35.BC,2022-11-15,Reparado / Garantía Lab,1,1,19.0,19,0
7204634,CVB35.BC,2022-12-22,Reparado / Garantía Lab,2,2,37.0,56,0
7204635,CVB35.BC,2022-06-30,Reparado,0,0,0.0,0,0
7204635,CVB35.BC,2024-11-15,Reparado / Garantía Lab,0,0,869.0,869,0
7204636,CVB35.BC,2022-11-23,Reparado,0,0,0.0,0,0
7204637,CVB35.BC,2021-10-21,Reparado,0,0,0.0,0,0
7204638,CVB35.BC,2023-05-23,Reparado,0,0,0.0,0,0
7204638,CVB35.BC,2025-11-26,Reparado / Garantía Lab,0,0,918.0,918,0
7204639,CVB35.BC,2021-09-15,Reparado,0,0,0.0,0,0
7204640,CVB35.BC,2020-09-25,Reparado,0,0,0.0,0,0
7204640,CVB35.BC,2021-01-18,Reparado / Garantía Lab,1,1,115.0,115,0
7204641,CVB35.BC,2023-06-05,Reparado,0,0,0.0,0,0
7204641,CVB35.BC,2025-05-02,Reparado / Garantía Lab,0,0,697.0,697,0
7204642,CVB35.BC,2021-10-19,Reparado,0,0,0.0,0,0
7204642,CVB35.BC,2025-07-31,Reparado / Garantía Lab,0,0,1381.0,1381,0
7204643,CVB35.BC,2023-12-17,Reparado,0,0,0.0,0,0
7204643,CVB35.BC,2024-09-04,Reparado / Garantía Lab,0,1,262.0,262,1
7204643,CVB35.BC,2024-09-13,Reparado / Garantía Lab,1,2,9.0,271,0
7204643,CVB35.BC,2025-06-02,Reparado / Garantía Lab,0,2,262.0,533,1
7204643,CVB35.BC,2025-06-05,Reparado / Garantía Lab,1,3,3.0,536,0
7204643,CVB35.BC,2025-07-08,Reparado / Garantía Lab,2,4,33.0,569,1
7204643,CVB35.BC,2025-07-11,Reparado / Garantía Lab,3,5,3.0,572,1
7204643,CVB35.BC,2025-07-15,Reparado / Garantía Lab,4,6,4.0,576,0
7204644,CVB35.BC,2022-02-15,Reparado,0,0,0.0,0,0
7204644,CVB35.BC,2024-08-13,Reparado / Garantía Lab,0,0,910.0,910,0
7204646,CVB35.BC,2023-03-15,Reparado,0,0,0.0,0,0
7204647,CVB35.BC,2021-06-02,Reparado,0,0,0.0,0,0
7204647,CVB35.BC,2022-12-19,Reparado / Garantía Lab,0,0,565.0,565,0
7204648,CVB35.BC,2022-11-19,Reparado,0,0,0.0,0,0
7204648,CVB35.BC,2025-02-07,Reparado / Garantía Lab,0,0,811.0,811,0
7204650,CVB35.BC,2022-10-13,Reparado,0,0,0.0,0,0
7204651,CVB35.BC,2022-02-11,Reparado,0,0,0.0,0,0
7204652,CVB35.BC,2022-06-13,Reparado,0,0,0.0,0,0
7204652,CVB35.BC,2024-11-15,Reparado / Garantía Lab,0,0,886.0,886,0
7204653,CVB35.BC,2022-02-14,Reparado,0,0,0.0,0,1
7204653,CVB35.BC,2022-02-21,Reparado / Garantía Lab,1,1,7.0,7,0
7204653,CVB35.BC,2024-03-21,Reparado / Garantía Lab,0,0,759.0,766,0
7204654,CVB35.BC,2022-07-20,Reparado,0,0,0.0,0,0
7204654,CVB35.BC,2024-05-25,Reparado / Garantía Lab,0,0,675.0,675,0
7204654,CVB35.BC,2025-05-19,Reparado / Garantía Lab,0,1,359.0,1034,0
7204654,CVB35.BC,2025-10-20,Reparado / Garantía Lab,1,1,154.0,1188,0
7204655,CVB35.BC,2021-10-09,Reparado,0,0,0.0,0,0
7204656,CVB35.BC,2022-09-12,Reparado,0,0,0.0,0,0
7204658,CVB35.BC,2022-10-19,Reparado,0,0,0.0,0,0
7204659,CVB35.BC,2021-02-11,Reparado,0,0,0.0,0,0
7204659,CVB35.BC,2021-06-03,Reparado / Garantía Lab,1,1,112.0,112,0
7204659,CVB35.BC,2022-03-11,Reparado,0,1,281.0,393,0
7204659,CVB35.BC,2024-12-06,Reparado / Garantía Lab,0,0,1001.0,1394,0
7204660,CVB35.BC,2021-03-25,Reparado,0,0,0.0,0,0
7204660,CVB35.BC,2025-08-05,POD Reparado,0,0,1594.0,1594,0
7204661,CVB35.BC,2021-07-12,Reparado,0,0,0.0,0,0
7204661,CVB35.BC,2025-10-20,Reparado / Garantía Lab,0,0,1561.0,1561,0
7204662,CVB35.BC,2022-09-15,Reparado,0,0,0.0,0,0
7204662,CVB35.BC,2025-11-25,Reparado / Garantía Lab,0,0,1167.0,1167,0
7204663,CVB35.BC,2021-12-04,Reparado,0,0,0.0,0,0
7204663,CVB35.BC,2023-11-14,Reparado / Garantía Lab,0,0,710.0,710,0
7204664,CVB35.BC,2021-09-09,Reparado,0,0,0.0,0,0
7204664,CVB35.BC,2022-11-16,POD Reparado,0,0,433.0,433,0
7204664,CVB35.BC,2023-10-23,Reparado / Garantía Lab,0,1,341.0,774,0
7204665,CVB35.BC,2021-07-15,Reparado,0,0,0.0,0,0
7204667,CVB35.BC,2021-11-24,Reparado,0,0,0.0,0,0
7204667,CVB35.BC,2024-04-24,Reparado / Garantía Lab,0,0,882.0,882,1
7204667,CVB35.BC,2024-05-10,Reparado / Garantía Lab,1,1,16.0,898,0
7204668,CVB35.BC,2024-04-17,Reparado,0,0,0.0,0,0
7204669,CVB35.BC,2022-02-11,Reparado,0,0,0.0,0,0
7204670,CVB35.BC,2024-07-17,Reparado,0,0,0.0,0,0
7204671,CVB35.BC,2021-08-20,Reparado,0,0,0.0,0,0
7204671,CVB35.BC,2022-01-05,Reparado / Garantía Lab,1,1,138.0,138,0
7204671,CVB35.BC,2022-04-30,Reparado / Garantía Lab,1,2,115.0,253,1
7204671,CVB35.BC,2022-05-25,Reparado / Garantía Lab,2,3,25.0,278,0
7204671,CVB35.BC,2022-07-11,POD Reparado,2,4,47.0,325,0
7204671,CVB35.BC,2022-11-23,Reparado / Garantía Lab,1,4,135.0,460,0
7204671,CVB35.BC,2023-02-13,Reparado / Garantía Lab,1,4,82.0,542,1
7204671,CVB35.BC,2023-02-27,Reparado / Garantía Lab,2,5,14.0,556,0
7204671,CVB35.BC,2023-04-28,Reparado / Garantía Lab,3,6,60.0,616,1
7204671,CVB35.BC,2023-05-26,Reparado / Garantía Lab,3,5,28.0,644,0
7204672,CVB35.BC,2022-02-28,Reparado,0,0,0.0,0,1
7204672,CVB35.BC,2022-03-03,Reparado / Garantía Lab,1,1,3.0,3,0
7204672,CVB35.BC,2025-10-20,Reparado / Garantía Lab,0,0,1327.0,1330,1
7204672,CVB35.BC,2025-11-11,Reparado / Garantía Lab,1,1,22.0,1352,0
7204673,CVB35.BC,2022-04-11,Reparado,0,0,0.0,0,0
7204673,CVB35.BC,2024-06-09,Reparado / Garantía Lab,0,0,790.0,790,1
7204673,CVB35.BC,2024-06-25,Reparado / Garantía Lab,1,1,16.0,806,1
7204673,CVB35.BC,2024-07-02,Reparado / Garantía Lab,2,2,7.0,813,1
7204673,CVB35.BC,2024-07-05,Reparado / Garantía Lab,3,3,3.0,816,1
7204673,CVB35.BC,2024-07-10,Reparado / Garantía Lab,4,4,5.0,821,0
7204673,CVB35.BC,2024-11-18,Reparado / Garantía Lab,5,5,131.0,952,1
7204673,CVB35.BC,2024-11-20,Reparado / Garantía Lab,6,6,2.0,954,1
7204673,CVB35.BC,2024-11-22,Reparado / Garantía Lab,7,7,2.0,956,1
7204673,CVB35.BC,2024-11-28,Reparado / Garantía Lab,8,8,6.0,962,1
7204673,CVB35.BC,2024-12-03,Reparado / Garantía Lab,9,9,5.0,967,1
7204673,CVB35.BC,2024-12-30,Reparado / Garantía Lab,7,10,27.0,994,1
7204673,CVB35.BC,2025-01-14,Reparado / Garantía Lab,6,11,15.0,1009,1
7204673,CVB35.BC,2025-01-30,Reparado / Garantía Lab,7,12,16.0,1025,1
7204673,CVB35.BC,2025-02-03,Reparado / Garantía Lab,8,13,4.0,1029,1
7204673,CVB35.BC,2025-02-14,Reparado / Garantía Lab,9,14,11.0,1040,1
7204673,CVB35.BC,2025-02-19,Reparado / Garantía Lab,10,15,5.0,1045,0
7204675,CVB35.BC,2022-09-23,Reparado,0,0,0.0,0,0
7204676,CVB35.BC,2021-04-21,Reparado,0,0,0.0,0,0
7204676,CVB35.BC,2021-06-10,Reparado / Garantía Lab,1,1,50.0,50,0
7204676,CVB35.BC,2021-07-27,Reparado / Garantía Lab,2,2,47.0,97,0
7204676,CVB35.BC,2022-03-19,Reparado / Garantía Lab,0,3,235.0,332,1
7204676,CVB35.BC,2022-04-04,Reparado / Garantía Lab,1,4,16.0,348,1
7204676,CVB35.BC,2022-04-06,Reparado / Garantía Lab,2,5,2.0,350,0
7204676,CVB35.BC,2022-10-06,Reparado / Garantía Lab,0,3,183.0,533,0
7204678,CVB35.BC,2021-01-28,Reparado,0,0,0.0,0,0
7204679,CVB35.BC,2023-10-20,Reparado,0,0,0.0,0,0
7204679,CVB35.BC,2024-07-04,Reparado / Garantía Lab,0,1,258.0,258,0
7204680,CVB35.BC,2022-02-11,Reparado,0,0,0.0,0,0
7204681,CVB35.BC,2021-09-16,Reparado,0,0,0.0,0,0
7204682,CVB35.BC,2025-03-03,Reparado,0,0,0.0,0,0
7204683,CVB35.BC,2021-01-22,Reparado,0,0,0.0,0,1
7204683,CVB35.BC,2021-02-03,Reparado / Garantía Lab,1,1,12.0,12,1
7204683,CVB35.BC,2021-02-19,Reparado,2,2,16.0,28,0
7204683,CVB35.BC,2021-05-07,Reparado / Garantía Lab,3,3,77.0,105,1
7204683,CVB35.BC,2021-05-17,Reparado / Garantía Lab,4,4,10.0,115,1
7204683,CVB35.BC,2021-05-26,Reparado / Garantía Lab,5,5,9.0,124,0
7204683,CVB35.BC,2022-04-04,Reparado / Garantía Lab,0,3,313.0,437,1
7204683,CVB35.BC,2022-04-11,Reparado / Garantía Lab,1,4,7.0,444,0
7204683,CVB35.BC,2023-04-23,Reparado / Garantía Lab,0,0,377.0,821,0
7204683,CVB35.BC,2024-04-23,Reparado / Garantía Lab,0,0,366.0,1187,0
7204683,CVB35.BC,2025-07-25,Reparado / Garantía Lab,0,0,458.0,1645,0
7204684,CVB35.BC,2022-08-03,Reparado,0,0,0.0,0,0
7204685,CVB35.BC,2025-09-09,Reparado,0,0,0.0,0,0
7204686,CVB35.BC,2023-07-23,Reparado,0,0,0.0,0,0
7204687,CVB35.BC,2021-06-24,Reparado,0,0,0.0,0,0
7204687,CVB35.BC,2023-09-21,Reparado / Garantía Lab,0,0,819.0,819,0
7204688,CVB35.BC,2022-08-09,Reparado,0,0,0.0,0,0
7204688,CVB35.BC,2022-11-23,Reparado / Garantía Lab,1,1,106.0,106,0
7204688,CVB35.BC,2023-12-06,Reparado / Garantía Lab,0,0,378.0,484,0
7204688,CVB35.BC,2024-07-09,Reparado / Garantía Lab,0,1,216.0,700,1
7204688,CVB35.BC,2024-08-01,Reparado / Garantía Lab,1,2,23.0,723,0
7204688,CVB35.BC,2025-02-26,Reparado / Garantía Lab,0,2,209.0,932,1
7204688,CVB35.BC,2025-03-06,Reparado / Garantía Lab,1,3,8.0,940,1
7204688,CVB35.BC,2025-03-26,Reparado / Garantía Lab,2,4,20.0,960,1
7204688,CVB35.BC,2025-04-14,Reparado / Garantía Lab,3,5,19.0,979,0
7204688,CVB35.BC,2025-05-15,Reparado / Garantía Lab,4,6,31.0,1010,0
7204689,CVB35.BC,2021-06-15,Reparado,0,0,0.0,0,0
7204690,CVB35.BC,2021-08-11,POD Reparado,0,0,0.0,0,0
7204691,CVB35.BC,2022-02-10,Reparado,0,0,0.0,0,0
7204691,CVB35.BC,2024-09-23,Reparado,0,0,956.0,956,1
7204691,CVB35.BC,2024-10-09,Reparado / Garantía Lab,1,1,16.0,972,1
7204691,CVB35.BC,2024-10-25,Reparado / Garantía Lab,2,2,16.0,988,1
7204691,CVB35.BC,2024-11-11,Reparado / Garantía Lab,3,3,17.0,1005,0
7204691,CVB35.BC,2024-12-17,Reparado / Garantía Lab,4,4,36.0,1041,1
7204691,CVB35.BC,2024-12-19,Reparado / Garantía Lab,5,5,2.0,1043,0
7204691,CVB35.BC,2025-07-28,Reparado / Garantía Lab,0,6,221.0,1264,1
7204691,CVB35.BC,2025-08-19,Reparado / Garantía Lab,1,7,22.0,1286,0
7204692,CVB35.BC,2022-04-25,Reparado,0,0,0.0,0,0
7204692,CVB35.BC,2024-06-28,Reparado / Garantía Lab,0,0,795.0,795,0
7204692,CVB35.BC,2025-10-27,Reparado / Garantía Lab,0,0,486.0,1281,0
7204693,CVB35.BC,2025-11-13,Reparado,0,0,0.0,0,0
7204694,CVB35.BC,2021-09-08,Reparado,0,0,0.0,0,1
7204694,CVB35.BC,2021-10-07,Reparado / Garantía Lab,1,1,29.0,29,0
7204695,CVB35.BC,2021-07-19,Reparado,0,0,0.0,0,0
7204695,CVB35.BC,2021-12-18,Reparado / Garantía Lab,1,1,152.0,152,0
7204695,CVB35.BC,2022-03-10,Reparado / Garantía Lab,1,2,82.0,234,0
7204695,CVB35.BC,2022-05-20,Reparado / Garantía Lab,2,3,71.0,305,0
7204695,CVB35.BC,2022-09-20,Reparado / Garantía Lab,1,3,123.0,428,0
7204695,CVB35.BC,2022-12-01,Reparado / Garantía Lab,1,4,72.0,500,0
7204695,CVB35.BC,2023-10-12,Reparado / Garantía Lab,0,1,315.0,815,1
7204695,CVB35.BC,2023-10-24,Reparado / Garantía Lab,1,2,12.0,827,0
7204695,CVB35.BC,2024-06-17,Reparado / Garantía Lab,0,2,237.0,1064,1
7204695,CVB35.BC,2024-06-24,Reparado / Garantía Lab,1,3,7.0,1071,1
7204695,CVB35.BC,2024-06-26,Reparado / Garantía Lab,2,4,2.0,1073,1
7204695,CVB35.BC,2024-06-28,Reparado / Garantía Lab,3,5,2.0,1075,0
