id,Ingreso,Modelo,Serie,OS,PPU,Falla_Indicada,Estado,Salida,Solucion_Comentario,Estado_normalizado
3618,2022-01-14,CVB45.BC,7405088,S/O,,Barcode,Reparado/Garantía Lab,2022-01-17,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3642,2022-01-14,CVB45.BC,7406052,12340231,,Barcode,Reparado,2022-01-19,Cambio Lector QR e Instalacion S.O MK,Reparado
3627,2022-01-14,CVB45.BC,7407521,12340000,,Intermitente,Reparado/Garantía Lab,2022-01-18,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3637,2022-01-14,CVB45.BC,7407632,12340186,,Error 60,Reparado,2022-01-19,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado
3628,2022-01-14,CVB45.BC,7407676,S/O,,Intermitente,Reparado/Garantía Lab,2022-01-18,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3646,2022-01-15,CVB45.BC,7402984,12340385,,Intermitente,Reparado,2022-01-20,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
5011,2022-01-15,CVB45.BC,7403408,12480017,,Intermitente,Reparado,2022-07-20,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3649,2022-01-15,CVB45.BC,7403812,12340384,,Intermitente,Reparado,2022-01-20,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3638,2022-01-15,CVB45.BC,7405711,12339955,,Intermitente,Reparado,2022-01-19,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3641,2022-01-16,CVB45.BC,7405544,12350473,,Intermitente,Reparado,2022-01-19,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3640,2022-01-17,CVB35.BC,7204045,S/O,,Display Blanco/Negro,Reparado/Garantía Lab,2022-01-19,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado / Garantía Lab
4228,2022-01-17,CVB35.BC,7204367,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-03-25,"Conexion IDE, Aplicación Pegamento, Pruebas Conectado Soft MK e Instalacion S.O",Reparado / Garantía Lab
3633,2022-01-17,CVB35.BC,7204372,S/O,,Barcode,Reparado/Garantía Lab,2022-01-18,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
6649,2022-01-17,CVB45.BC,7400648,12350732,,"Carcasa Completa, Front Mask,PCB MMB, Procesador, QR, Mifare, Power Supply Dañado",POD Reparado,2022-12-21,"Cambio Carcasa Completa, Front Mask,PCB MMB, Procesador, QR, Mifare, Power Supply Dañado",POD Reparado
5099,2022-01-17,CVB45.BC,7401436,12350725,,Vidrio Quebrado,POD Reparado,2022-07-28,"Cambio VIDRIO, CD, DISPLAY Pruebas Soft MK, Instalación S.O Mk",POD Reparado
3648,2022-01-17,CVB45.BC,7403996,12350792,,Intermitente,Reparado,2022-01-20,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3692,2022-01-17,CVB45.BC,7404429,12351033,,Intermitente,Reparado,2022-01-27,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3650,2022-01-17,CVB45.BC,7405653,12350946,,Intermitente,Reparado,2022-01-20,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3676,2022-01-17,CVB45.BC,7405897,12350880,,Barcode,Reparado,2022-01-25,Cambio Lector QR e Instalacion S.O MK,Reparado
3645,2022-01-17,CVB45.BC,7405908,12350800,,Intermitente,Reparado,2022-01-20,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3644,2022-01-17,CVB45.BC,7406094,12351010,,Intermitente,Reparado,2022-01-20,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3639,2022-01-17,CVB45.BC,7407171,12350511,,No Inicianiliza,Reparado/Garantía Lab,2022-01-19,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
3651,2022-01-17,CVB45.BC,7407436,12351005,,Intermitente,Reparado/Garantía Lab,2022-01-20,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3664,2022-01-18,CVB35.BC,7203416,12351048,,Intermitente,Reparado,2022-01-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado
3659,2022-01-18,CVB35.BC,7203793,12316670,,Sin Sonido,Reparado/Garantía Lab,2022-01-21,"Cambio Parlante, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3657,2022-01-18,CVB35.BC,7204345,12350786,,Lento,Reparado,2022-01-21,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado
3655,2022-01-18,CVB45.BC,7403426,12350879,,Barcode,Reparado,2022-01-21,Cambio Lector QR e Instalacion S.O MK,Reparado
3654,2022-01-18,CVB45.BC,7405118,12327229,,Se Reinicia,Reparado,2022-01-21,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3662,2022-01-18,CVB45.BC,7407467,12320447,,Mifare Test,Reparado,2022-01-24,"Cambio Mifare, Pruebas MK, Instalacion S.O",Reparado
3666,2022-01-19,CVB45.BC,7402949,12351856,,Intermitente,Reparado,2022-01-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3661,2022-01-19,CVB45.BC,7403973,12352208,,Barcode,Reparado/Garantía Lab,2022-01-24,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3653,2022-01-19,CVB45.BC,7403985,S/O,,Problema Comunicación,Reparado/Garantía Lab,2022-01-21,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3656,2022-01-19,CVB45.BC,7404952,12351846,,Barcode,Reparado,2022-01-21,Cambio Lector QR e Instalacion S.O MK,Reparado
4298,2022-01-19,CVB45.BC,7405992,12352038,,Placa Madre,Reparado,2022-04-06,"Cambio Condensador Placa Madre, Pruebas, Test MK, Instalacion S.O MK",Reparado
3679,2022-01-19,CVB45.BC,7406040,12352097,,No Enciende,Reparado,2022-01-25,"Cambio Placa Madre, Aplicación Pegamento, Test MK, Instalacion S.O MK",Reparado
3670,2022-01-19,CVB45.BC,7406053,12351247,,No Enciende,Reparado,2022-01-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3665,2022-01-19,CVB45.BC,7407029,12352019,,Intermitente,Reparado,2022-01-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
4626,2022-01-19,CVB45.BC,7407673,12352210,,Display Blanco/Negro,Reparado/Garantía Lab,2022-06-03,"Reconexion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
3689,2022-01-20,CVB35.BC,7204122,12352225,,Intermitente,Reparado,2022-01-26,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3742,2022-01-20,CVB35.BC,7204280,12350704,,Fecha Erronea,Reparado,2022-02-07,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado
3668,2022-01-20,CVB35.BC,7204394,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-01-24,"Cambio Firmware Uboot, Pruebas, Instalacion S.O MK",Reparado / Garantía Lab
3721,2022-01-20,CVB35.BC,7204413,12351941,,Problema Software Sonda,Reparado,2022-02-02,"Test, Pruebas, Instalacion S.O MK",Reparado
3681,2022-01-20,CVB45.BC,7404055,12351343,,Intermitente,Reparado/Garantía Lab,2022-01-26,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3677,2022-01-20,CVB45.BC,7404238,12351212,,Problema Comunicación,Reparado/Garantía Lab,2022-01-25,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3683,2022-01-20,CVB45.BC,7405629,12352223,,Error 60,Reparado,2022-01-26,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3700,2022-01-20,CVB45.BC,7406404,12350739,,Se Reinicia,Reparado/Garantía Lab,2022-01-28,"Limpieza Piezas Electronicas, Pruebas de Temperatura, 24 Hrs Conectacto, Test MK, Instalacion S.O MK",Reparado / Garantía Lab
3667,2022-01-20,CVB45.BC,7407436,S/O,,Mifare Test,Reparado/Garantía Lab,2022-01-24,"Cambio Mifare, Pruebas MK, Instalacion S.O",Reparado / Garantía Lab
3686,2022-01-20,CVB45.BC,7407685,12352237,,Intermitente,Reparado/Garantía Lab,2022-01-26,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3684,2022-01-20,CVB45.BC,7408270,12352236,,Intermitente,Reparado/Garantía Lab,2022-01-26,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3693,2022-01-20,CVB45.BC,7408392,12352128,,No Enciende,Reparado,2022-01-27,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3697,2022-01-21,CVB35.BC,7203625,12352942,,Intermitente,Reparado,2022-01-27,"Cambio IDE, Aplicación Pegamento, Cambio Parlante, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado
3701,2022-01-21,CVB35.BC,7204045,S/O,,Display Blanco/Negro,Reparado/Garantía Lab,2022-01-28,"Limpieza Piezas Electronicas, Pruebas de Temperatura, 24 Hrs Conectacto, Test MK, Instalacion S.O MK",Reparado / Garantía Lab
3695,2022-01-21,CVB35.BC,7204499,12323313,,Barcode,Reparado,2022-01-27,Cambio Lector QR e Instalacion S.O MK,Reparado
3678,2022-01-21,CVB45.BC,7401418,12352242,,Barcode,Reparado,2022-01-25,Cambio Lector QR e Instalacion S.O MK,Reparado
3706,2022-01-21,CVB45.BC,7401486,S/O,,Barcode,Reparado/Garantía Lab,2022-01-31,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3680,2022-01-21,CVB45.BC,7401517,12352241,,Barcode,Reparado/Garantía Lab,2022-01-25,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3696,2022-01-21,CVB45.BC,7405631,12350736,,Error 60,Reparado/Garantía Lab,2022-01-27,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3663,2022-01-21,CVB45.BC,7405908,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-01-24,"Cambio Firmware, Pruebas, Instalacion S.O MK",Reparado / Garantía Lab
3682,2022-01-21,CVB45.BC,7408151,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-01-26,"Cambio Firmware, Pruebas, Instalacion S.O MK",Reparado / Garantía Lab
3702,2022-01-22,CVB35.BC,7204324,12355398,,Display Blanco/Negro,Reparado/Garantía Lab,2022-01-28,"Limpieza Piezas Electronicas, Pruebas de Temperatura, 24 Hrs Conectacto, Test MK, Instalacion S.O MK",Reparado / Garantía Lab
3688,2022-01-22,CVB45.BC,7407402,12352977,,Intermitente,Reparado,2022-01-26,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3685,2022-01-22,CVB45.BC,7408312,12352982,,Error 60,Reparado,2022-01-26,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3694,2022-01-23,CVB45.BC,7405795,12353009,,Intermitente,Reparado,2022-01-27,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3703,2022-01-24,CVB45.BC,7401090,12353103,,Barcode,Reparado,2022-01-31,Cambio Lector QR e Instalacion S.O MK,Reparado
3710,2022-01-24,CVB45.BC,7401099,12353105,,Barcode,Reparado,2022-01-31,Cambio Lector QR e Instalacion S.O MK,Reparado
4179,2022-01-24,CVB45.BC,7401746,12353079,,Barcode,Reparado,2022-03-22,"Cambio Lector QR, y Placa e Instalacion S.O MK",Reparado
3698,2022-01-24,CVB45.BC,7408021,12353081,,Mifare Test,Reparado/Garantía Lab,2022-01-27,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
3719,2022-01-25,CVB35.BC,7203737,12353914,,Se Reinicia,Reparado/Garantía Lab,2022-02-02,"Reconexion, Instalacion Uboot, Pruebas, Test MK, Formateo",Reparado / Garantía Lab
3709,2022-01-25,CVB45.BC,7400649,12353476,,Barcode,Reparado,2022-01-31,Cambio Lector QR e Instalacion S.O MK,Reparado
3704,2022-01-25,CVB45.BC,7400876,12353565,,Barcode,Reparado,2022-01-31,Cambio Lector QR e Instalacion S.O MK,Reparado
3705,2022-01-25,CVB45.BC,7401259,12353566,,Barcode,Reparado,2022-01-31,Cambio Lector QR e Instalacion S.O MK,Reparado
3707,2022-01-25,CVB45.BC,7404965,12353830,,Mifare Test,Reparado,2022-01-31,"Reconexion, Mifare Operativo, Test Soft MK e Instalacion S.O MK",Reparado
3751,2022-01-25,CVB45.BC,7405226,12353142,,No Enciende,Reparado,2022-02-08,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3691,2022-01-25,CVB45.BC,7407138,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-01-27,"Cambio Firmware, Pruebas, Instalacion S.O MK",Reparado / Garantía Lab
3722,2022-01-26,CVB35.BC,7203974,12354221,,Intermitente,Reparado,2022-02-02,"Cambio IDE, Aplicación Pegamento, Cambio Parlante, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado
3720,2022-01-26,CVB35.BC,7204221,12353146,,Mifare Test,Reparado/Garantía Lab,2022-02-02,"Reconexion, Instalacion Uboot, Pruebas, Test MK, Formateo",Reparado / Garantía Lab
3713,2022-01-26,CVB45.BC,7400683,12353962,,Barcode,Reparado,2022-02-01,Cambio Lector QR e Instalacion S.O MK,Reparado
3716,2022-01-26,CVB45.BC,7401484,12353963,,Barcode,Reparado,2022-02-01,Cambio Lector QR e Instalacion S.O MK,Reparado
3715,2022-01-26,CVB45.BC,7403980,12353964,,Barcode,Reparado,2022-02-01,Cambio Lector QR e Instalacion S.O MK,Reparado
3712,2022-01-26,CVB45.BC,7404222,12353477,,Barcode,Reparado,2022-02-01,Cambio Lector QR e Instalacion S.O MK,Reparado
3723,2022-01-26,CVB45.BC,7407944,12354104,,Barcode,Reparado/Garantía Lab,2022-02-02,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3718,2022-01-26,CVB45.BC,7408291,12354243,,No Enciende,Reparado,2022-02-02,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3752,2022-01-27,CVB35.BC,7203598,12354381,,Problema Firmware,Reparado/Garantía Lab,2022-02-08,"Formateo Uboot, Test OK",Reparado / Garantía Lab
3733,2022-01-27,CVB35.BC,7203855,S/O,,Linea Horizontales,Reparado/Garantía Lab,2022-02-04,"Limpieza Piezas Electronicas, Pruebas de Temperatura, 24 Hrs Conectacto, Test MK, Instalacion S.O MK",Reparado / Garantía Lab
3749,2022-01-27,CVB35.BC,7204006,12354579,,Intermitente,Reparado,2022-02-08,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3728,2022-01-27,CVB35.BC,7204188,12354567,,Intermitente,Reparado,2022-02-03,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion Uboot S.O MK",Reparado
3717,2022-01-27,CVB45.BC,7400725,12354411,,Barcode,Reparado,2022-02-01,Cambio Lector QR e Instalacion S.O MK,Reparado
3711,2022-01-27,CVB45.BC,7401097,12354410,,Barcode,Reparado,2022-02-01,Cambio Lector QR e Instalacion S.O MK,Reparado
3714,2022-01-27,CVB45.BC,7401316,12354412,,Barcode,Reparado,2022-02-01,Cambio Lector QR e Instalacion S.O MK,Reparado
3743,2022-01-27,CVB45.BC,7403111,12354547,,Mifare Test,Reparado,2022-02-07,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3746,2022-01-27,CVB45.BC,7406472,12353143,,Error 60,Reparado/Garantía Lab,2022-02-08,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3724,2022-01-27,CVB45.BC,7408141,12354525,,Barcode,Reparado/Garantía Lab,2022-02-02,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3708,2022-01-27,CVB45.BC,7408151,S/O,,Error 60,Reparado/Garantía Lab,2022-01-31,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3738,2022-01-28,CVB45.BC,7401714,12355041,,Barcode,Reparado/Garantía Lab,2022-02-07,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3739,2022-01-28,CVB45.BC,7402414,12354851,,Intermitente,Reparado/Garantía Lab,2022-02-07,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
5342,2022-01-28,CVB45.BC,7405687,12085931,,Carcasa Frontal y Vidrio,POD Reparado,2022-08-24,"Cambio Carcasa Frontal y Vidrio, Test, Instalacion S.O MK",POD Reparado
3736,2022-01-28,CVB45.BC,7407002,12324928,,Intermitente,Reparado/Garantía Lab,2022-02-07,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3741,2022-01-28,CVB45.BC,7408326,12354849,,Barcode,Reparado,2022-02-07,Cambio Lector QR e Instalacion S.O MK,Reparado
3754,2022-01-29,CVB35.BC,7204089,12353206,,Intermitente,Reparado,2022-02-09,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3744,2022-01-29,CVB35.BC,7204153,12355082,,Intermitente,Reparado,2022-02-07,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3740,2022-01-29,CVB45.BC,7403285,12355054,,Error 60,Reparado/Garantía Lab,2022-02-07,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
5084,2022-01-29,CVB45.BC,7404146,12355098,,Vidrio Quebrado,POD Reparado,2022-07-27,"Cambio front mask, Pruebas e Instalacion Software MK",POD Reparado
3755,2022-01-30,CVB35.BC,7204148,12355184,,Problema Firmware,Reparado,2022-02-09,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3748,2022-01-31,CVB35.BC,7204300,12355513,,Intermitente,Reparado,2022-02-08,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3734,2022-01-31,CVB35.BC,7204324,S/O,,Display Blanco/Negro,Reparado/Garantía Lab,2022-02-04,"Limpieza Piezas Electronicas, Pruebas de Temperatura, 24 Hrs Conectacto, Test MK, Instalacion S.O MK",Reparado / Garantía Lab
3730,2022-02-01,CVB35.BC,7204267,S/O,,Termometro,Reparado/Garantía Lab,2022-02-03,Ajuste Termometro para Pruebas,Reparado / Garantía Lab
3731,2022-02-01,CVB45.BC,7402710,S/O,,Termometro,Reparado/Garantía Lab,2022-02-03,Ajuste Termometro para Pruebas,Reparado / Garantía Lab
3737,2022-02-01,CVB45.BC,7405133,12355319,,Intermitente,Reparado,2022-02-07,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3775,2022-02-01,CVB45.BC,7408283,12356117,,Barcode,Reparado,2022-02-11,Cambio Lector QR e Instalacion S.O MK,Reparado
3777,2022-02-01,CVB45.BC,7408396,12356099,,Intermitente,Reparado,2022-02-14,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
4621,2022-02-02,CVB35.BC,7203865,12360698,,Display Blanco/Negro,Reparado,2022-06-03,"Reconexion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3735,2022-02-02,CVB45.BC,7401097,S/O,,Mifare Test,Reparado/Garantía Lab,2022-02-07,"Reconexion, Mifare Operativo, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
5586,2022-02-02,CVB45.BC,7401502,12356395,,Carcasa Completa y Tornillo,POD Reparado,2022-09-20,"Cambio Carcasas y Reparacion Placa Power, Pruebas, e Instalacion de SO",POD Reparado
4010,2022-02-03,CVB35.BC,7204435,S/O,,Barcode,Reparado/Garantía Lab,2022-03-04,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
3762,2022-02-03,CVB35.BC,7204832,12356794,,Intermitente,Reparado,2022-02-10,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3750,2022-02-03,CVB45.BC,7402789,12356755,,No Enciende,Reparado/Garantía Lab,2022-02-08,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
3971,2022-02-04,CVB35.BC,7203855,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-03-01,"Reconexion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado / Garantía Lab
3910,2022-02-04,CVB35.BC,7204221,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-02-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado / Garantía Lab
3760,2022-02-04,CVB35.BC,7204766,12357256,,Error 60,Reparado,2022-02-10,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3758,2022-02-04,CVB35.BC,7204843,12356943,,No Enciende,Reparado,2022-02-10,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3788,2022-02-04,CVB45.BC,7401355,12356742,,Barcode,Reparado/Garantía Lab,2022-02-15,Cambio Lector QR e Instalacion S.O MK,Reparado / Garantía Lab
4184,2022-02-04,CVB45.BC,7402452,12357189,,Barcode,Reparado/Garantía Lab,2022-03-22,"Cambio Lector QR, y Placa e Instalacion S.O MK",Reparado / Garantía Lab
3745,2022-02-04,CVB45.BC,7402710,S/O,,Mifare Test,Reparado/Garantía Lab,2022-02-07,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3753,2022-02-04,CVB45.BC,7402787,12355322,,Se Reinicia,Reparado/Garantía Lab,2022-02-08,"Limpieza Piezas Electronicas, Pruebas de Temperatura, 24 Hrs Conectacto, Test MK, Instalacion S.O MK",Reparado / Garantía Lab
3747,2022-02-04,CVB45.BC,7404715,12356486,,Barcode,Reparado,2022-02-08,Cambio Lector QR e Instalacion S.O MK,Reparado
3763,2022-02-04,CVB45.BC,7405599,12357169,,Barcode,Reparado,2022-02-10,Cambio Lector QR e Instalacion S.O MK,Reparado
3767,2022-02-04,CVB45.BC,7405998,12357136,,Barcode,Reparado,2022-02-11,Cambio Lector QR e Instalacion S.O MK,Reparado
3765,2022-02-04,CVB45.BC,7406269,12357174,,Barcode,Reparado,2022-02-10,Cambio Lector QR e Instalacion S.O MK,Reparado
3759,2022-02-04,CVB45.BC,7407189,12355300,,Intermitente,Reparado,2022-02-10,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3761,2022-02-04,CVB45.BC,7407964,12357159,,No Enciende,Reparado,2022-02-10,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3764,2022-02-06,CVB45.BC,7408212,12357494,,Intermitente,Reparado,2022-02-10,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3773,2022-02-07,CVB35.BC,7203628,12357570,,No Enciende,Reparado,2022-02-11,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3776,2022-02-07,CVB35.BC,7203827,12357720,,Error 60,Reparado,2022-02-11,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3789,2022-02-07,CVB35.BC,7204276,S/O,,Termometro,Reparado/Garantía Lab,2022-02-15,"Cambio Procesador, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
4004,2022-02-07,CVB35.BC,7204324,S/O,,Pantalla en Blanco,Reparado/Garantía Lab,2022-03-04,"Conexion IDE, Aplicación Pegamento, Pruebas Conectado Soft MK e Instalacion S.O Uboot",Reparado / Garantía Lab
3774,2022-02-07,CVB35.BC,7204344,12357841,,Intermitente,Reparado,2022-02-11,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3772,2022-02-07,CVB35.BC,7204620,12357881,,Error 60,Reparado,2022-02-11,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3770,2022-02-07,CVB45.BC,7401268,12357593,,Display Blanco/Negro,Reparado,2022-02-11,"Cambio Display, Cambio IDE, Pruebas, Soft MK, Instalacion S.O MK",Reparado
3757,2022-02-07,CVB45.BC,7403285,S/O,,"Error 60, Tornillo",Reparado/Garantía Lab,2022-02-10,"Cambio Placa Power, Cambio Carcasa Trasera, Pruebas, Test, Instalacion S.O MK",Reparado / Garantía Lab
3769,2022-02-07,CVB45.BC,7405212,12357822,,Mifare Test,Reparado/Garantía Lab,2022-02-11,"Reconexion, Test Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
3784,2022-02-07,CVB45.BC,7405467,12357573,,No Enciende,Reparado,2022-02-14,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
4269,2022-02-08,CVB35.BC,7203492,12358218,,Lento,Reparado,2022-04-01,"Cambio Mifare, Pruebas MK, Instalacion S.O",Reparado
3778,2022-02-08,CVB35.BC,7203569,12357811,,Intermitente,Reparado,2022-02-14,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3921,2022-02-08,CVB35.BC,7203702,12358148,,Problema Software Sonda,Reparado,2022-02-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3890,2022-02-08,CVB35.BC,7203920,12358253,,Problema Software Sonda,Reparado,2022-02-23,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3817,2022-02-08,CVB35.BC,7204235,12358344,,Intermitente,Reparado,2022-02-18,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3915,2022-02-08,CVB35.BC,7204706,12358228,,Problema Software Sonda,Reparado,2022-02-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3780,2022-02-08,CVB35.BC,7204743,12358554,,Intermitente,Reparado,2022-02-14,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3878,2022-02-08,CVB35.BC,7204753,12358133,,Problema Software Sonda,Reparado,2022-02-23,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado
3783,2022-02-08,CVB45.BC,7408008,S/O,,Error 60,Reparado,2022-02-14,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
3926,2022-02-09,CVB35.BC,7203598,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2022-02-24,"Reconexion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O Uboot",Reparado / Garantía Lab
